id	happy	year	age	sex	marital	degree	finrela	health	wtssall
2135.0	pretty happy	1996.0	38.0	female	married	high school	average	good	1.0864
2136.0	very happy	1996.0	33.0	female	married	high school	average		1.0864
2137.0	very happy	1996.0	58.0	male	married	high school	far below average	excellent	1.0864
2138.0	very happy	1996.0	75.0	male	married	high school	average	excellent	1.0864
2139.0	very happy	1996.0	43.0	female	married	high school	average	excellent	1.6295
2140.0	very happy	1996.0	42.0	male	married	bachelor	below average	excellent	1.0864
2141.0	pretty happy	1996.0	71.0	male	widowed	high school	above average	good	0.5432
2142.0	pretty happy	1996.0	27.0	male	married	high school	average	good	1.0864
2143.0	pretty happy	1996.0	22.0	female	never married	high school	far below average	good	0.5432
2144.0	pretty happy	1996.0	53.0	female	divorced	high school	average		1.0864
2145.0	pretty happy	1996.0	40.0	male	never married	high school	average	excellent	0.5432
2146.0	pretty happy	1996.0	53.0	male	married	high school	average	excellent	0.5432
2147.0	very happy	1996.0	45.0	female	divorced	high school	average	good	1.0864
2148.0	very happy	1996.0	41.0	male	married	high school	average	good	1.0864
2149.0	pretty happy	1996.0	37.0	female	married	high school	below average	fair	1.0864
2150.0	pretty happy	1996.0	37.0	male	married	high school	average	excellent	1.0864
2151.0	very happy	1996.0	26.0	female	married	high school	average	good	1.0864
2152.0	pretty happy	1996.0	50.0	female	married	bachelor	average	good	0.5432
2153.0	not too happy	1996.0	35.0	female	married	graduate	average		1.0864
2154.0	pretty happy	1996.0	54.0	female	married	lt high school	average	fair	1.0864
2155.0	pretty happy	1996.0	46.0	female	married	high school	below average	good	1.0864
2156.0	pretty happy	1996.0	28.0	male	never married	high school	average	fair	1.0864
2157.0	very happy	1996.0	66.0	female	married	lt high school	average		1.0864
2158.0	very happy	1996.0	29.0	female	married	high school	average	good	1.0864
2159.0	very happy	1996.0	19.0	female	never married	lt high school	average	excellent	1.6295
2160.0	pretty happy	1996.0	32.0	male	married	high school	average	good	0.5432
2161.0	very happy	1996.0	60.0	male	married	high school	below average	good	1.0864
2162.0	pretty happy	1996.0	19.0	female	never married	high school	average	good	1.0864
2163.0	not too happy	1996.0	24.0	male	never married	high school	far above average	good	1.6295
2164.0	pretty happy	1996.0	38.0	female	never married	graduate	far above average	excellent	0.5432
2165.0	not too happy	1996.0	42.0	male	never married	high school	below average	fair	0.5432
2166.0	pretty happy	1996.0	33.0	female	never married	high school	far below average	excellent	0.5432
2167.0	pretty happy	1996.0	22.0	male	never married	high school	below average		0.5432
2168.0	very happy	1996.0	29.0	female	married	junior college	average	excellent	1.0864
2169.0	pretty happy	1996.0	23.0	male	married	high school	below average	excellent	2.7159
2170.0	pretty happy	1996.0	19.0	female	never married	high school	far below average	good	1.0864
2171.0	pretty happy	1996.0	44.0	male	married	high school	average	excellent	1.0864
2172.0	very happy	1996.0	30.0	male	married	bachelor	above average	excellent	1.0864
2173.0	pretty happy	1996.0	37.0	male	never married	high school	average	good	1.0864
2174.0	pretty happy	1996.0	35.0	male	married	junior college	average	good	1.0864
2175.0	not too happy	1996.0	23.0	female	never married	high school	below average	fair	0.5432
2176.0	very happy	1996.0	72.0	male	married	lt high school	average		1.0864
2177.0	not too happy	1996.0	37.0	female	separated	high school	far below average	fair	0.5432
2178.0	pretty happy	1996.0	40.0	male	divorced	high school	average	good	0.5432
2179.0	pretty happy	1996.0	27.0	male	never married	lt high school	average	good	1.6295
2180.0	pretty happy	1996.0	25.0	female	never married	high school	average	good	0.5432
2181.0	pretty happy	1996.0	32.0	female	never married	junior college	far above average		0.5432
2182.0	not too happy	1996.0	54.0	male	separated	high school	far below average	poor	0.5432
2183.0	pretty happy	1996.0	48.0	female	never married	high school	average		0.5432
2184.0	pretty happy	1996.0	20.0	male	never married	high school	average	excellent	1.0864
2185.0	very happy	1996.0	21.0	female	married	lt high school	above average	good	1.6295
2186.0	not too happy	1996.0	44.0	female	married	high school	below average	good	1.0864
2187.0	not too happy	1996.0	41.0	female	married	high school	far above average	fair	1.0864
2188.0	very happy	1996.0	23.0	female	never married	high school	below average	good	0.5432
2189.0	pretty happy	1996.0	26.0	male	married	junior college	below average	excellent	1.0864
2190.0	very happy	1996.0	43.0	male	married	graduate	above average	excellent	1.0864
2191.0	pretty happy	1996.0	54.0	male	married	junior college	average	good	1.6295
2192.0	very happy	1996.0	59.0	male	married	graduate	above average	excellent	1.0864
2193.0	pretty happy	1996.0	51.0	female	never married	bachelor	average	excellent	0.5432
2194.0	pretty happy	1996.0	38.0	male	never married	graduate	above average	excellent	1.0864
2195.0	pretty happy	1996.0	19.0	male	never married	high school	above average	excellent	1.6295
2196.0	pretty happy	1996.0	33.0	female	married	high school	above average	excellent	1.0864
2197.0	very happy	1996.0	56.0	male	married	graduate	above average	good	1.0864
2198.0	very happy	1996.0	37.0	female	married	high school	average	excellent	1.0864
2199.0	pretty happy	1996.0	27.0	female	married	high school	below average		1.0864
2200.0	pretty happy	1996.0	28.0	female	never married	bachelor	above average	excellent	0.5432
2201.0	not too happy	1996.0	41.0	female	never married	graduate	below average	good	0.5432
2202.0	very happy	1996.0	30.0	male	never married	bachelor	far below average	excellent	1.0864
2203.0	pretty happy	1996.0	33.0	female	never married	high school	average	excellent	0.5432
2204.0	pretty happy	1996.0	42.0	female	married	high school	average	excellent	1.6295
2205.0	pretty happy	1996.0	20.0	female	never married	high school	below average	fair	1.0864
2206.0	very happy	1996.0	48.0	male	married	bachelor	average	excellent	1.0864
2207.0	pretty happy	1996.0	29.0	male	married	lt high school	below average		1.0864
2208.0	pretty happy	1996.0	28.0	male	never married	high school	below average	good	1.6295
2209.0	pretty happy	1996.0	49.0	male	married	high school	average		1.0864
2210.0	not too happy	1996.0	45.0	male	married	lt high school	average	fair	1.6295
2211.0	pretty happy	1996.0	45.0	male	married	graduate	average	good	1.0864
2212.0	very happy	1996.0	58.0	male	married	high school	average		1.0864
2213.0	very happy	1996.0	59.0	female	married	high school	average	good	1.0864
2214.0	very happy	1996.0	55.0	male	married	high school	above average	good	1.0864
2215.0	pretty happy	1996.0	88.0	female	widowed	lt high school	below average	good	0.5432
2216.0	pretty happy	1996.0	38.0	male	married	lt high school	average	good	1.0864
2217.0	pretty happy	1996.0	52.0	female	married	high school	below average	good	1.0864
2218.0	pretty happy	1996.0	18.0	female	never married	lt high school	average		2.1727
2219.0	very happy	1996.0	23.0	female	never married	bachelor	average	excellent	1.0864
2220.0	very happy	1996.0	47.0	male	married	high school	average	excellent	1.0864
2221.0	pretty happy	1996.0	37.0	male	married	high school	average	good	1.0864
2222.0	very happy	1996.0	53.0	female	married	bachelor	above average	excellent	1.0864
2223.0	pretty happy	1996.0	40.0	male	married	high school	average	excellent	0.5432
2224.0	not too happy	1996.0	46.0	female	married	bachelor	below average	good	0.5432
2225.0	pretty happy	1996.0	46.0	male	married	junior college	below average	good	1.0864
2226.0	pretty happy	1996.0	27.0	female	never married	bachelor	average	excellent	0.5432
2227.0	very happy	1996.0	54.0	female	married	high school	average	good	1.6295
2228.0	not too happy	1996.0	89.0	female	widowed	lt high school	above average	good	0.5432
2229.0	very happy	1996.0	87.0	female	widowed	high school	average	good	0.5432
2230.0	pretty happy	1996.0	53.0	male	married	high school	far below average		1.0864
2231.0	pretty happy	1996.0	43.0	male	divorced	high school	average	excellent	0.5432
2232.0	not too happy	1996.0	35.0	male	widowed	junior college	average	good	1.0864
2233.0	pretty happy	1996.0	32.0	female	married	high school	average	good	1.0864
2234.0	pretty happy	1996.0	37.0	female	divorced	high school	average	good	1.0864
2235.0	pretty happy	1996.0	35.0	female	never married	high school	below average		0.5432
2236.0	very happy	1996.0	26.0	male	never married	high school	average	good	0.5432
2237.0	pretty happy	1996.0	35.0	female	never married	junior college	average	excellent	0.5432
2238.0	pretty happy	1996.0	55.0	female	separated	high school	below average	excellent	1.0864
2239.0	pretty happy	1996.0	73.0	male	never married	high school	average	fair	0.5432
2240.0	very happy	1996.0	63.0	female	widowed	high school	average	good	1.0864
2241.0	pretty happy	1996.0	33.0	male	never married	high school	below average	fair	0.5432
2242.0	pretty happy	1996.0	87.0	female	widowed	high school	average	fair	0.5432
2243.0	pretty happy	1996.0	60.0	male	married	graduate	above average	excellent	1.0864
2244.0	pretty happy	1996.0	20.0	male	never married	lt high school	average	fair	0.5432
2245.0	pretty happy	1996.0	83.0	female	widowed	high school	below average		0.5432
2246.0	pretty happy	1996.0	46.0	male	separated	high school	average	good	0.5432
2247.0	pretty happy	1996.0	48.0	female	married	bachelor	average	good	1.0864
2248.0	pretty happy	1996.0	64.0	male	married	high school	below average	good	1.0864
2249.0	very happy	1996.0	33.0	female	married	junior college	average	good	1.0864
2250.0	very happy	1996.0	73.0	male	married	graduate	average	excellent	1.0864
2251.0	pretty happy	1996.0	66.0	female	married	high school	average	good	1.0864
2252.0	pretty happy	1996.0	63.0	female	widowed	high school	below average	good	0.5432
2253.0	pretty happy	1996.0	48.0	male	divorced	graduate	above average	good	0.5432
2254.0	pretty happy	1996.0	26.0	male	never married	bachelor	average	excellent	1.6295
2255.0	pretty happy	1996.0	84.0	female	widowed	lt high school	below average		0.5432
2256.0	very happy	1996.0	65.0	male	married	high school		good	1.0864
2257.0	pretty happy	1996.0	83.0	female	married	lt high school	average	fair	1.0864
2258.0	pretty happy	1996.0	37.0	male	married	bachelor	below average		1.0864
2259.0	pretty happy	1996.0	22.0	male	never married	high school	average	excellent	1.6295
2260.0	very happy	1996.0	42.0	female	married	lt high school	average	good	1.0864
2261.0	pretty happy	1996.0	29.0	male	separated	high school	average	good	0.5432
2262.0	very happy	1996.0	21.0	male	never married	high school	average	good	1.0864
2263.0	pretty happy	1996.0	21.0	male	never married	high school	average	good	1.0864
2264.0	very happy	1996.0	25.0	female	married	high school	average	good	1.0864
2265.0	not too happy	1996.0	44.0	female	married	high school	average	excellent	1.0864
2266.0	pretty happy	1996.0	55.0	male	married	high school	far below average	poor	1.0864
2267.0	pretty happy	1996.0	46.0	female	married	graduate	above average	excellent	1.6295
2268.0	pretty happy	1996.0	54.0	male	married	graduate	below average		1.0864
2269.0	pretty happy	1996.0	69.0	male	married	lt high school	average	good	1.0864
2270.0	pretty happy	1996.0	66.0	female	married	bachelor	average	good	1.0864
2271.0	pretty happy	1996.0	66.0	male	married	graduate	average	good	1.0864
2272.0	pretty happy	1996.0	30.0	male	married	lt high school	below average	good	1.0864
2273.0	very happy	1996.0	37.0	female	married	high school	average	good	1.0864
2274.0	pretty happy	1996.0	41.0	female	married	high school	below average	excellent	1.0864
2275.0	not too happy	1996.0	37.0	female	divorced	lt high school	far below average	good	0.5432
2276.0	pretty happy	1996.0	38.0	female	married	high school	average	good	1.0864
2277.0	pretty happy	1996.0	72.0	female	widowed	high school	above average	good	0.5432
2278.0	very happy	1996.0	27.0	female	married	high school	average		1.0864
2279.0	not too happy	1996.0	89.0	female	widowed	lt high school	below average	fair	0.5432
2280.0	very happy	1996.0	50.0	male	married	lt high school	far below average	fair	1.0864
2281.0	pretty happy	1996.0	51.0	female	separated	high school	below average	good	0.5432
2282.0	very happy	1996.0	46.0	female	divorced	high school	below average	excellent	1.6295
2283.0	pretty happy	1996.0	62.0	female	married	high school	below average		1.0864
2284.0	pretty happy	1996.0	35.0	female	divorced	junior college	average	fair	2.7159
2285.0	pretty happy	1996.0	21.0	male	never married	high school	average	fair	1.0864
2286.0	pretty happy	1996.0	43.0	male	married	junior college	below average	good	1.0864
2287.0	very happy	1996.0	65.0	female	married	high school	average	fair	1.0864
2288.0	pretty happy	1996.0	29.0	male	never married	high school	average	excellent	1.0864
2289.0	not too happy	1996.0	77.0	female	widowed	graduate	below average	good	1.0864
2290.0	not too happy	1996.0	50.0	male	never married	junior college	below average	good	1.0864
2291.0	pretty happy	1996.0	33.0	female	married	high school	average	good	1.0864
2292.0	very happy	1996.0	78.0	male	married	lt high school	average	good	1.0864
2293.0	pretty happy	1996.0	58.0	female	widowed	high school	above average	good	0.5432
2294.0	pretty happy	1996.0	24.0	male	never married	high school	average	good	0.5432
2295.0	very happy	1996.0	49.0	male	married	high school	average	good	0.5432
2296.0	pretty happy	1996.0	81.0	female	widowed	high school	below average		0.5432
2297.0	pretty happy	1996.0	82.0	female	widowed	lt high school	below average		0.5432
2298.0	very happy	1996.0	33.0	female	married	high school	average	good	1.0864
2299.0	pretty happy	1996.0	49.0	male	separated	high school	average	good	0.5432
2300.0	pretty happy	1996.0	57.0	male	divorced	high school	below average	good	0.5432
2301.0	very happy	1996.0	47.0	male	married	junior college	above average	good	1.0864
2302.0	pretty happy	1996.0	86.0	female	widowed	lt high school	average	good	0.5432
2303.0	very happy	1996.0	49.0	female	divorced	junior college	average	good	0.5432
2304.0	pretty happy	1996.0	61.0	male	divorced	lt high school	average		0.5432
2305.0	very happy	1996.0	61.0	female	widowed	high school	average	good	1.0864
2306.0	pretty happy	1996.0	72.0	female	widowed	high school	average	excellent	1.0864
2307.0	pretty happy	1996.0	67.0	female	widowed	high school	average	good	1.0864
2308.0	pretty happy	1996.0	28.0	female	divorced	high school	below average	excellent	0.5432
2309.0	pretty happy	1996.0	27.0	female	married	high school	average	good	1.0864
2310.0	pretty happy	1996.0	37.0	male	married	high school	average	excellent	1.0864
2311.0	pretty happy	1996.0	73.0	male	married	high school	average	fair	1.0864
2312.0	very happy	1996.0	72.0	male	married	high school	average	good	1.6295
2313.0	pretty happy	1996.0	63.0	female	married	high school	average	good	1.0864
2314.0	pretty happy	1996.0	39.0	male	divorced	high school	average		0.5432
2315.0	very happy	1996.0	53.0	male	married	high school	average	good	1.0864
2316.0	very happy	1996.0	30.0	female	divorced	junior college	average	excellent	1.6295
2317.0	pretty happy	1996.0	38.0	female	married	high school	average	excellent	1.0864
2318.0	very happy	1996.0	48.0	female	married	junior college	average	good	2.1727
2319.0	pretty happy	1996.0	60.0	female	married	high school	above average	poor	1.0864
2320.0	pretty happy	1996.0	38.0	female	married	high school	average	good	1.0864
2321.0	very happy	1996.0	67.0	male	married	high school	average	excellent	1.0864
2322.0	pretty happy	1996.0	50.0	male	married	graduate	above average	good	1.0864
2323.0	pretty happy	1996.0	77.0	male	widowed	lt high school	above average	excellent	0.5432
2324.0	very happy	1996.0	33.0	female	married	high school	above average	good	1.0864
2325.0	pretty happy	1996.0	77.0	female	widowed	high school	far below average	good	0.5432
2326.0	pretty happy	1996.0	71.0	female	widowed	high school	average	good	0.5432
2327.0	pretty happy	1996.0	55.0	female	divorced	bachelor	above average	fair	1.6295
2328.0	pretty happy	1996.0	25.0	female	never married	high school	average		0.5432
2329.0	pretty happy	1996.0	56.0	female	widowed	lt high school	far below average	poor	0.5432
2330.0	not too happy	1996.0	55.0	male	married	high school	below average	excellent	1.0864
2331.0	not too happy	1996.0	23.0	male	never married	high school	average	good	1.0864
2332.0	pretty happy	1996.0	54.0	male	married	high school	average	good	1.0864
2333.0	not too happy	1996.0	75.0	female	widowed	high school	below average	good	1.6295
2334.0	pretty happy	1996.0	86.0	female	widowed	lt high school	below average		0.5432
2335.0	very happy	1996.0	37.0	male	married	lt high school	average		1.0864
2336.0	pretty happy	1996.0	39.0	male	never married	high school	far above average	good	0.5432
2337.0	pretty happy	1996.0	30.0	male	never married	high school	below average	good	1.0864
2338.0	pretty happy	1996.0	67.0	female	married	high school	average	good	1.6295
2339.0	very happy	1996.0	53.0	male	divorced	high school	average	good	0.5432
2340.0	pretty happy	1996.0	42.0	male	married	lt high school	average	good	1.0864
2341.0	very happy	1996.0	56.0	female	divorced	graduate	above average	excellent	0.5432
2342.0	not too happy	1996.0	20.0	female	married	high school	below average	good	1.0864
2343.0	pretty happy	1996.0	25.0	male	never married	high school	average	good	0.5432
2344.0	very happy	1996.0	23.0	male	never married	bachelor	below average	fair	0.5432
2345.0	very happy	1996.0	34.0	male	never married	graduate	average	excellent	0.5432
2346.0	pretty happy	1996.0	38.0	male	married	bachelor	above average	good	1.0864
2347.0	pretty happy	1996.0	37.0	female	married	bachelor	above average		1.0864
2348.0	pretty happy	1996.0	38.0	female	married	graduate	far above average		1.0864
2349.0	very happy	1996.0	56.0	female	divorced	graduate	average	excellent	1.0864
2350.0	pretty happy	1996.0	19.0	female	never married	high school	average	good	2.1727
2351.0	pretty happy	1996.0	33.0	male	divorced	bachelor	average	fair	0.5432
2352.0	pretty happy	1996.0	57.0	female	divorced	junior college	below average	good	0.5432
2353.0	pretty happy	1996.0	32.0	male	married	graduate	far below average	excellent	1.0864
2354.0	pretty happy	1996.0	45.0	female	divorced	high school	far below average	good	0.5432
2355.0	pretty happy	1996.0	38.0	female	married	high school	below average	good	1.0864
2356.0	pretty happy	1996.0	27.0	female	never married	bachelor	below average	good	0.5432
2357.0	pretty happy	1996.0	21.0	female	never married	junior college	below average	good	1.0864
2358.0	pretty happy	1996.0	25.0	male	never married	junior college	far below average	fair	1.0864
2359.0	not too happy	1996.0	23.0	male	married	high school	average		2.1727
2360.0	pretty happy	1996.0	45.0	female	divorced	high school	below average	excellent	0.5432
2361.0	pretty happy	1996.0	26.0	female	never married	high school	average	excellent	0.5432
2362.0	not too happy	1996.0	23.0	male	never married	high school	far below average	good	1.0864
2363.0	very happy	1996.0	34.0	female	married	high school	average	excellent	1.0864
2364.0	very happy	1996.0	24.0	female	never married	high school	average	excellent	1.0864
2365.0	very happy	1996.0	41.0	male	divorced	lt high school	below average	fair	1.0864
2366.0	very happy	1996.0	44.0	female	divorced	high school	average	excellent	0.5432
2367.0	pretty happy	1996.0	54.0	female	divorced	lt high school	below average		0.5432
2368.0	very happy	1996.0	33.0	male	married	high school	average	excellent	1.0864
2369.0	not too happy	1996.0	47.0	male	divorced	lt high school	below average	good	2.1727
2370.0	pretty happy	1996.0	33.0	female	never married	high school	below average	good	0.5432
2371.0	pretty happy	1996.0	28.0	female	married	high school	average	good	1.0864
2372.0	pretty happy	1996.0	30.0	male	married	high school	average	good	1.0864
2373.0	very happy	1996.0	38.0	female	never married	high school	above average	excellent	0.5432
2374.0	pretty happy	1996.0	25.0	female	married	high school	below average	good	1.0864
2375.0	very happy	1996.0	77.0	female	never married	graduate	average	good	0.5432
2376.0	very happy	1996.0	70.0	female	widowed	high school	average	excellent	0.5432
2377.0	pretty happy	1996.0	41.0	female	married	high school	average		1.0864
2378.0	pretty happy	1996.0	73.0	female	married	high school	below average	good	1.0864
2379.0	pretty happy	1996.0	70.0	female	married	lt high school	far below average	good	1.0864
2380.0	very happy	1996.0	50.0	male	divorced	high school	below average	excellent	0.5432
2381.0	pretty happy	1996.0	76.0	female	widowed	high school	average	good	1.0864
2382.0	pretty happy	1996.0	31.0	female	married	junior college	above average	good	1.0864
2383.0	pretty happy	1996.0	37.0	female	married	high school	average	good	1.0864
2384.0	pretty happy	1996.0	21.0	male	never married	high school	average	fair	2.1727
2385.0	pretty happy	1996.0	78.0	female	married	lt high school	below average		1.0864
2386.0	very happy	1996.0	51.0	male	married	bachelor	above average	good	1.0864
2387.0	very happy	1996.0	72.0	female	married	lt high school	average	good	1.0864
2388.0	very happy	1996.0	69.0	male	married	lt high school	average	good	1.0864
2389.0	very happy	1996.0	46.0	female	married	bachelor	average	excellent	1.0864
2390.0	very happy	1996.0	60.0	female	married	bachelor	above average	excellent	1.0864
2391.0	very happy	1996.0	35.0	male	married	high school	above average	good	1.0864
2392.0	pretty happy	1996.0	67.0	female	married	high school	average	excellent	1.0864
2393.0	pretty happy	1996.0	82.0	male	widowed	high school	above average	good	0.5432
2394.0	pretty happy	1996.0	54.0	female	married	high school	average	excellent	1.6295
2395.0	pretty happy	1996.0	28.0	female	never married	high school	below average	excellent	1.6295
2396.0	pretty happy	1996.0	67.0	female	married	high school	average	good	1.0864
2397.0	pretty happy	1996.0	66.0	male	married	high school	average	good	1.0864
2398.0	pretty happy	1996.0	43.0	male	divorced	high school	below average	good	0.5432
2399.0	pretty happy	1996.0	49.0	male	married	high school	average	good	1.0864
2400.0	not too happy	1996.0	74.0	male	married	high school	average	fair	1.0864
2401.0	pretty happy	1996.0	56.0	male	divorced	high school	below average		1.0864
2402.0	very happy	1996.0	50.0	male	divorced	high school	average		0.5432
2403.0	very happy	1996.0	45.0	male	married	high school	average	excellent	1.0864
2404.0	pretty happy	1996.0	24.0	female	married	high school	average		1.0864
2405.0	pretty happy	1996.0	20.0	male	never married	high school	below average	excellent	1.0864
2406.0	not too happy	1996.0	89.0	female	widowed	lt high school	below average	fair	0.5432
2407.0	pretty happy	1996.0	78.0	female	married	bachelor	average	excellent	1.0864
2408.0	very happy	1996.0	55.0	male	married	high school	average	excellent	1.0864
2409.0	pretty happy	1996.0	79.0	male	married	high school	average	excellent	1.0864
2410.0	very happy	1996.0	28.0	male	married	bachelor	above average	excellent	1.0864
2411.0	very happy	1996.0	43.0	female	divorced	high school	average	excellent	0.5432
2412.0	very happy	1996.0	70.0	male	married	high school	average	fair	1.0864
2413.0	very happy	1996.0	59.0	female	married	junior college	below average	fair	1.0864
2414.0	pretty happy	1996.0	37.0	male	married	bachelor	average	good	1.0864
2415.0	not too happy	1996.0	59.0	female	divorced	high school	below average	good	0.5432
2416.0	pretty happy	1996.0	85.0	female	widowed	lt high school	average		0.5432
2417.0	not too happy	1996.0	77.0	female	widowed	high school	below average	fair	0.5432
2418.0	pretty happy	1996.0	44.0	male	married	bachelor	average	good	1.0864
2419.0	pretty happy	1996.0	44.0	male	widowed	high school	average	excellent	0.5432
2420.0	not too happy	1996.0	24.0	male	married	high school	average	excellent	1.0864
2421.0	pretty happy	1996.0	63.0	female	married	high school	below average	good	1.0864
2422.0	very happy	1996.0	72.0	female	widowed	high school	below average	excellent	1.0864
2423.0	pretty happy	1996.0	30.0	male	married	lt high school	average		1.0864
2424.0	pretty happy	1996.0	89.0	male	widowed	lt high school	average	fair	0.5432
2425.0	very happy	1996.0	69.0	female	widowed	lt high school	average	fair	0.5432
2426.0	pretty happy	1996.0	55.0	male	married	high school	average		1.0864
2427.0	very happy	1996.0	42.0	male	married	junior college	average	excellent	1.0864
2428.0	very happy	1996.0	84.0	female	widowed	high school	average	good	0.5432
2429.0	pretty happy	1996.0	66.0	male	married	high school		good	1.0864
2430.0	pretty happy	1996.0	43.0	male	married	graduate	above average	excellent	1.0864
2431.0	pretty happy	1996.0	25.0	female	married	bachelor	average	excellent	0.5432
2432.0	pretty happy	1996.0	27.0	female	divorced	high school	far below average	excellent	0.5432
2433.0	pretty happy	1996.0	25.0	female	never married	bachelor	average	excellent	0.5432
2434.0	pretty happy	1996.0	27.0	male	never married	high school	far below average		1.0864
2435.0	pretty happy	1996.0	25.0	female	married	bachelor	average	good	1.0864
2436.0	very happy	1996.0	61.0	male	married	high school	average	good	1.0864
2437.0	pretty happy	1996.0	31.0	male	never married	bachelor	average	good	0.5432
2438.0	very happy	1996.0	29.0	female	widowed	bachelor	above average	excellent	1.0864
2439.0	pretty happy	1996.0	20.0	male	never married	high school	average		1.6295
2440.0	pretty happy	1996.0	37.0	male	married	bachelor	average	good	1.0864
2441.0	very happy	1996.0	35.0	male	married	bachelor	average	good	1.0864
2442.0	very happy	1996.0	28.0	female	married	bachelor	above average	excellent	0.5432
2443.0	pretty happy	1996.0	35.0	female	married	high school	above average	fair	1.0864
2444.0	very happy	1996.0	33.0	male	married	graduate	above average		1.0864
2445.0	very happy	1996.0	31.0	female	married	bachelor	above average	excellent	1.0864
2446.0	very happy	1996.0	41.0	female	married	bachelor	average	good	1.0864
2447.0	pretty happy	1996.0	30.0	male	married	bachelor	average	good	1.0864
2448.0	pretty happy	1996.0	41.0	male	divorced	high school	above average	excellent	1.0864
2449.0	very happy	1996.0	47.0	male	married	high school	below average		1.0864
2450.0	not too happy	1996.0	20.0	male	married	lt high school	far below average	fair	3.2591
2451.0	pretty happy	1996.0	42.0	female	married	junior college	average	excellent	1.0864
2452.0	pretty happy	1996.0	33.0	male	divorced	high school	average	good	0.5432
2453.0	pretty happy	1996.0	24.0	female	married	high school	far below average	fair	1.0864
2454.0	not too happy	1996.0	52.0	female	divorced	high school	average		0.5432
2455.0	pretty happy	1996.0	27.0	male	divorced	high school	average		1.0864
2456.0	pretty happy	1996.0	32.0	male	divorced	high school	average	good	0.5432
2457.0	pretty happy	1996.0	47.0	male	separated	bachelor	above average	good	0.5432
2458.0	very happy	1996.0	21.0	female	married	junior college	average	good	1.0864
2459.0	pretty happy	1996.0	21.0	male	married	high school	average	excellent	1.0864
2460.0	very happy	1996.0	21.0	female	never married	high school	below average	excellent	0.5432
2461.0	pretty happy	1996.0	43.0	female	married	high school	above average	good	1.0864
2462.0	pretty happy	1996.0	46.0	male	widowed	junior college	below average	good	0.5432
2463.0	pretty happy	1996.0	34.0	male	never married	high school	average	good	0.5432
2464.0	not too happy	1996.0	76.0	female	widowed	lt high school	far below average	fair	0.5432
2465.0	very happy	1996.0	39.0	female	married	lt high school	average	fair	2.1727
2466.0	pretty happy	1996.0	39.0	female	married	high school	average		1.0864
2467.0	pretty happy	1996.0	79.0	male	married	high school	average	good	1.0864
2468.0	pretty happy	1996.0	35.0	female	married	junior college	average	good	1.0864
2469.0	very happy	1996.0	39.0	male	divorced	high school	average	good	0.5432
2470.0	very happy	1996.0	44.0	male	divorced	junior college	average		1.0864
2471.0	very happy	1996.0	48.0	male	never married	high school	above average	excellent	0.5432
2472.0	pretty happy	1996.0	24.0	male	married	high school	above average	good	1.0864
2473.0	not too happy	1996.0	35.0	female	divorced	high school	average	good	0.5432
2474.0	pretty happy	1996.0	22.0	male	married	high school	above average		1.6295
2475.0	pretty happy	1996.0	24.0	male	divorced	high school	average	excellent	1.0864
2476.0	not too happy	1996.0	50.0	female	married	junior college	average	good	1.6295
2477.0	very happy	1996.0	68.0	female	married	high school	average	excellent	1.0864
2478.0	very happy	1996.0	81.0	male	married	lt high school	above average	fair	1.0864
2479.0	very happy	1996.0	36.0	female	married	junior college	average	good	1.0864
2480.0	pretty happy	1996.0	35.0	female	married	high school	average	fair	1.0864
2481.0	pretty happy	1996.0	89.0	female	widowed	high school	far above average	good	0.5432
2482.0	pretty happy	1996.0	76.0	male	married	lt high school	below average	good	1.0864
2483.0	very happy	1996.0	63.0	male	married	high school	average	good	1.0864
2484.0	pretty happy	1996.0	37.0	male	never married	bachelor	average		0.5432
2485.0	pretty happy	1996.0	36.0	female	never married	high school	average		0.5432
2486.0	pretty happy	1996.0	46.0	male	married	junior college	average	good	1.0864
2487.0	very happy	1996.0	40.0	male	divorced	lt high school	average	good	1.0864
2488.0	pretty happy	1996.0	67.0	female	separated	high school	average	fair	0.5432
2489.0	pretty happy	1996.0	80.0	female	widowed	lt high school	below average	poor	0.5432
2490.0	not too happy	1996.0	71.0	female	never married	lt high school	far below average	fair	0.5432
2491.0	very happy	1996.0	76.0	male	widowed	high school	below average	fair	0.5432
2492.0	pretty happy	1996.0	31.0	male	divorced	high school	average	good	0.5432
2493.0	very happy	1996.0	47.0	female	married	high school	below average	poor	1.0864
2494.0	pretty happy	1996.0	66.0	female	widowed	lt high school	below average	fair	0.5432
2495.0	pretty happy	1996.0	55.0	female	widowed	high school	below average	excellent	0.5432
2496.0	pretty happy	1996.0	44.0	female	married	high school	average		1.6295
2497.0	very happy	1996.0	57.0	male	married	high school	average		1.0864
2498.0	not too happy	1996.0	54.0	female	widowed	high school	below average	fair	0.5432
2499.0	pretty happy	1996.0	49.0	female	married	high school	below average	good	1.6295
2500.0	very happy	1996.0	53.0	female	married	bachelor	average	good	1.0864
2501.0	pretty happy	1996.0	28.0	male	married	high school	average	excellent	1.0864
2502.0	pretty happy	1996.0	31.0	female	married	bachelor	above average	fair	1.0864
2503.0	very happy	1996.0	57.0	male	married	lt high school	average	fair	1.0864
2504.0	very happy	1996.0	44.0	female	separated	lt high school	far above average		0.5432
2505.0	pretty happy	1996.0	86.0	female	widowed	lt high school	below average	excellent	0.5432
