company	bean_origin_detailed	REF	review_date	cocoa_percent	location	rating	bean_type	bean_origin
Tocoti	Dominican Republic	789	2011	74%	U.S.A.	3.0		Dominican Republic
Treehouse	Conacado	1239	2014	72%	U.S.A.	3.0		Dominican Republic
twenty-four blackbirds	Oko Caribe	1700	2015	75%	U.S.A.	2.75		Domincan Republic
twenty-four blackbirds	Cedeno, lot 271	1700	2015	75%	U.S.A.	3.5		Ecuador
twenty-four blackbirds	Madagascar	1235	2014	75%	U.S.A.	3.5	Trinitario	Madagascar
twenty-four blackbirds	Dominican Republic	1022	2013	68%	U.S.A.	3.25		Dominican Republic
twenty-four blackbirds	Palos Blancos	1026	2013	75%	U.S.A.	2.5		Bolivia
twenty-four blackbirds	Dominican Republic	753	2011	73%	U.S.A.	2.75		Dominican Republic
Two Ravens	Peru	1740	2016	60%	U.S.A.	3.0	Criollo	Peru
Undone	Matagalpa	1438	2014	74%	U.S.A.	2.75		Nicaragua
Undone	Nourish	1438	2014	70%	U.S.A.	3.0		Dominican Republic
Upchurch	Madagascar, Sassy Bar	1752	2016	72%	U.S.A.	3.0	Trinitario	Madagascar
Upchurch	Tanzania, Party Bar	1752	2016	72%	U.S.A.	3.25		Tanzania
Vanleer (Barry Callebaut)	Manhattan	963	2012	72%	U.S.A.	2.5	Forastero	Ghana
Vanleer (Barry Callebaut)	Napa	963	2012	65%	U.S.A.	2.75	Forastero	Ghana
Vicuna	Palos Blancos	1470	2015	70%	U.S.A.	3.25		Bolivia
Vicuna	Palos Blancos + nibs	1470	2015	70%	U.S.A.	3.25		Bolivia
Videri	Dominican Republic	1211	2014	90%	U.S.A.	3.25		Dominican Republic
Videri	Trinidad	1211	2014	75%	U.S.A.	3.5	Trinitario	Trinidad
Videri	Mindo	1227	2014	75%	U.S.A.	3.5		Ecuador
Videri	Dark	1117	2013	90%	U.S.A.	3.75		Central and S. America
Videri	Classic	991	2012	70%	U.S.A.	3.25		Central and S. America
Vintage Plantations	San Martin	1205	2014	75%	U.S.A.	3.0		Peru
Vintage Plantations (Tulicorp)	Los Rios, Rancho Grande 2004/2007	153	2007	100%	U.S.A.	2.0	Forastero (Arriba)	Ecuador
Vintage Plantations (Tulicorp)	Los Rios, Rancho Grande 2004/2007	153	2007	90%	U.S.A.	2.0	Forastero (Arriba)	Ecuador
Vintage Plantations (Tulicorp)	Los Rios, Rancho Grande 2004/2007	153	2007	75%	U.S.A.	3.0	Forastero (Arriba)	Ecuador
Vintage Plantations (Tulicorp)	Los Rios, Rancho Grande 2007	153	2007	65%	U.S.A.	3.0	Forastero (Arriba)	Ecuador
Violet Sky	Sambirano Valley	1458	2015	77%	U.S.A.	2.75	Trinitario	Madagascar
Violet Sky	Moho River Valley	1458	2015	77%	U.S.A.	3.0	Criollo, Trinitario	Belize
Violet Sky	Cuyagua	1458	2015	77%	U.S.A.	3.0	Criollo	Venezuela
Violet Sky	Peru	1458	2015	77%	U.S.A.	3.25	Criollo, Trinitario	Peru
Violet Sky	Cahabon	1502	2015	77%	U.S.A.	2.75	Trinitario	Guatemala
Vivra	Peru	1720	2016	70%	U.S.A.	2.5		Peru
Vivra	Ocumare	1720	2016	70%	U.S.A.	2.5		Venezuela
Vivra	Dominican Republic	1724	2016	70%	U.S.A.	3.0		Domincan Republic
Wm	Guasare, Zulia Prov., 2015, batch 124	1912	2016	74%	U.S.A.	3.0	Criollo	Venezuela
Wm	Wild Beniano, 2016, batch 128, Heirloom	1912	2016	76%	U.S.A.	3.5		Bolivia
Wm	Ghana, 2013, batch 129	1916	2016	75%	U.S.A.	3.75		Ghana
Woodblock	Maranon, Cajamarca	1243	2014	70%	U.S.A.	3.0	Forastero (Nacional)	Peru
Woodblock	Camino Verde P., Balao, Guayas	1042	2013	70%	U.S.A.	3.25		Ecuador
Woodblock	Gran Couva	1042	2013	70%	U.S.A.	3.5	Trinitario	Trinidad
Woodblock	Ecuador	825	2012	70%	U.S.A.	2.5		Ecuador
Woodblock	Costa Rica	825	2012	70%	U.S.A.	3.0		Costa Rica
Woodblock	Sambirano	951	2012	70%	U.S.A.	3.25	Trinitario	Madagascar
Woodblock	Ocumare	741	2011	70%	U.S.A.	4.0		Venezuela
Woodblock	La Red	769	2011	70%	U.S.A.	3.5		Dominican Republic
Xocolla	Sambirano, batch 170102	1948	2017	70%	U.S.A.	2.75		Madagascar
Xocolla	Hispaniola, batch 170104	1948	2017	70%	U.S.A.	2.5		Dominican Republic
Zak's	Papua New Guinea, Batch 2	1574	2015	70%	U.S.A.	3.0		Papua New Guinea
Zak's	Dominican Republic, Batch D2	1578	2015	70%	U.S.A.	3.25		Domincan Republic
Zak's	Madagascar, Batch 2	1578	2015	70%	U.S.A.	3.25	Trinitario	Madagascar
Zak's	Peru, Batch 1	1578	2015	70%	U.S.A.	3.25		Peru
Zak's	Belize, Batch 2	1578	2015	70%	U.S.A.	3.5	Trinitario	Belize
Zak's	House Blend, Batch 2	1582	2015	60%	U.S.A.	3.0
Zart Pralinen	Millot P., Ambanja	1820	2016	70%	Austria	3.5	Criollo, Trinitario	Madagascar
Zart Pralinen	UNOCACE	1824	2016	70%	Austria	2.75	Nacional (Arriba)	Ecuador
Zart Pralinen	San Juan Estate	1824	2016	85%	Austria	2.75	Trinitario	Trinidad
Zart Pralinen	Kakao Kamili, Kilombero Valley	1824	2016	85%	Austria	3.0	Criollo, Trinitario	Tanzania
Zart Pralinen	Kakao Kamili, Kilombero Valley	1824	2016	70%	Austria	3.5	Criollo, Trinitario	Tanzania
Zart Pralinen	San Juan Estate, Gran Couva	1880	2016	78%	Austria	3.5	Trinitario	Trinidad
Zotter	Raw	1205	2014	80%	Austria	2.75
Zotter	Bocas del Toro, Cocabo Co-op	801	2012	72%	Austria	3.5		Panama
Zotter	Amazonas Frucht	801	2012	65%	Austria	3.5
Zotter	Satipo Pangoa region, 16hr conche	875	2012	70%	Austria	3.0	Criollo (Amarru)	Peru
Zotter	Satipo Pangoa region, 20hr conche	875	2012	70%	Austria	3.5	Criollo (Amarru)	Peru
Zotter	Loma Los Pinos, Yacao region, D.R.	875	2012	62%	Austria	3.75		Dominican Republic
Zotter	El Oro	879	2012	75%	Austria	3.0	Forastero (Nacional)	Ecuador
Zotter	Huiwani Coop	879	2012	75%	Austria	3.0	Criollo, Trinitario	Papua New Guinea
Zotter	El Ceibo Coop	879	2012	90%	Austria	3.25		Bolivia
Zotter	Santo Domingo	879	2012	70%	Austria	3.75		Dominican Republic
Zotter	Kongo, Highlands	883	2012	68%	Austria	3.25	Forastero	Congo
Zotter	Indianer, Raw	883	2012	58%	Austria	3.5
Zotter	Peru	647	2011	70%	Austria	3.75		Peru
Zotter	Congo	749	2011	65%	Austria	3.0	Forastero	Congo
Zotter	Kerala State	749	2011	65%	Austria	3.5	Forastero	India
Zotter	Kerala State	781	2011	62%	Austria	3.25		India
Zotter	Brazil, Mitzi Blue	486	2010	65%	Austria	3.0		Brazil
